Comunidad,Fecha,Casos,IA14,Fallecidos,CasosDiarios,FallecidosDiarios
País Vasco,2021-05-20,195258,252.24,4395,343,2
Principado de Asturias,2021-05-20,51820,71.75,1962,77,2
Región de Murcia,2021-05-20,112207,66.57,1593,126,0
Andalucía,2021-05-21,574048,165.23,9856,1223,3
Aragón,2021-05-21,122929,199.72,3500,237,4
Cantabria,2021-05-21,29907,94.87,562,30,1
Castilla y León,2021-05-21,228451,136.46,6833,289,2
Castilla-La Mancha,2021-05-21,190098,95.98,5895,77,1
Cataluña,2021-05-21,605851,145.67,14498,751,1
Ceuta,2021-05-21,5790,10.69,114,1,0
Comunidad de Madrid,2021-05-21,708721,225.51,15201,1241,2
Comunidad Foral de Navarra,2021-05-21,61811,159.56,1170,71,0
Comunidad Valenciana,2021-05-21,393415,29.88,7373,166,0
España,2021-05-21,3636453,135.77,79620,4792,19
Extremadura,2021-05-21,75303,80.92,1798,66,0
Galicia,2021-05-21,125586,81.35,2397,209,1
Islas Baleares,2021-05-21,60137,42,839,39,2
Islas Canarias,2021-05-21,55451,83.96,767,157,1
La Rioja,2021-05-21,30470,145.04,769,39,0
Melilla,2021-05-21,9019,221.65,97,15,0
País Vasco,2021-05-21,195265,225.44,4395,7,0
Principado de Asturias,2021-05-21,51882,71.26,1963,62,1
Región de Murcia,2021-05-21,112319,68.42,1593,112,0
Andalucía,2021-05-24,576718,165.75,9866,2670,10
Aragón,2021-05-24,123333,190.76,3504,404,4
Cantabria,2021-05-24,30011,86.29,563,104,1
Castilla y León,2021-05-24,229529,133.62,6874,1078,41
Castilla-La Mancha,2021-05-24,190289,75.59,5902,191,7
Cataluña,2021-05-24,608047,139.31,14506,2196,8
Ceuta,2021-05-24,5795,14.25,114,5,0
Comunidad de Madrid,2021-05-24,710024,202.3,15205,1303,4
Comunidad Foral de Navarra,2021-05-24,61948,138.69,1170,137,0
Comunidad Valenciana,2021-05-24,393683,29.5,7379,268,6
España,2021-05-24,3647520,129.41,79711,11067,91
Extremadura,2021-05-24,75446,80.92,1799,143,1
Galicia,2021-05-24,126082,80.58,2398,496,1
Islas Baleares,2021-05-24,60226,38.67,839,89,0
Islas Canarias,2021-05-24,55759,83.78,768,308,1
La Rioja,2021-05-24,30562,143.16,771,92,2
Melilla,2021-05-24,9043,199.83,97,24,0
País Vasco,2021-05-24,196491,219.59,4398,1226,3
Principado de Asturias,2021-05-24,52021,70.87,1965,139,2
Región de Murcia,2021-05-24,112513,70.93,1593,194,0
Andalucía,2021-05-25,577638,163.77,9867,920,1
Aragón,2021-05-25,123454,187.76,3503,121,-1
Cantabria,2021-05-25,30054,84.92,563,43,0
Castilla y León,2021-05-25,229794,131.86,6875,265,1
Castilla-La Mancha,2021-05-25,191626,127.96,5911,1337,9
Cataluña,2021-05-25,608353,124.3,14511,306,5
Ceuta,2021-05-25,5810,13.06,114,15,0
Comunidad de Madrid,2021-05-25,711411,202.29,15243,1387,38
Comunidad Foral de Navarra,2021-05-25,62007,135.97,1170,59,0
Comunidad Valenciana,2021-05-25,393803,29.74,7383,120,4
España,2021-05-25,3652879,128.12,79801,5359,90
Extremadura,2021-05-25,75520,83.37,1800,74,1
Galicia,2021-05-25,126181,77.06,2400,99,2
Islas Baleares,2021-05-25,60262,37.56,839,36,0
Islas Canarias,2021-05-25,55855,83.09,768,96,0
La Rioja,2021-05-25,30612,146.91,771,50,0
Melilla,2021-05-25,9064,194.08,97,21,0
País Vasco,2021-05-25,196767,212.2,4425,276,27
Principado de Asturias,2021-05-25,52062,69.1,1965,41,0
Región de Murcia,2021-05-25,112606,72.26,1596,93,3
Andalucía,2021-05-26,578909,163.3,9875,1271,8
Aragón,2021-05-26,123612,183.54,3505,158,2
Cantabria,2021-05-26,30086,82.52,563,32,0
Castilla y León,2021-05-26,230066,133.74,6874,272,-1
Castilla-La Mancha,2021-05-26,191760,119.64,5912,134,1
Cataluña,2021-05-26,609131,122.82,14526,778,15
Ceuta,2021-05-26,5817,16.63,114,7,0
Comunidad de Madrid,2021-05-26,712519,196.86,15267,1108,24
Comunidad Foral de Navarra,2021-05-26,62060,134.15,1170,53,0
Comunidad Valenciana,2021-05-26,393995,30.75,7387,192,4
España,2021-05-26,3657886,126.3,79855,5007,54
Extremadura,2021-05-26,75590,81.67,1800,70,0
Galicia,2021-05-26,126316,74.58,2400,135,0
Islas Baleares,2021-05-26,60301,38.07,839,39,0
Islas Canarias,2021-05-26,55966,79.51,768,111,0
La Rioja,2021-05-26,30695,158.48,771,83,0
Melilla,2021-05-26,9073,183.75,97,9,0
País Vasco,2021-05-26,197142,207.12,4425,375,0
Principado de Asturias,2021-05-26,52131,71.56,1965,69,0
Región de Murcia,2021-05-26,112717,74.18,1597,111,1
Andalucía,2021-05-27,580383,163.95,9877,1474,2
Aragón,2021-05-27,123770,177.07,3506,158,1
Cantabria,2021-05-27,30135,82.86,564,49,1
Castilla y León,2021-05-27,230308,134.99,6880,242,6
Castilla-La Mancha,2021-05-27,192014,114.12,5913,254,1
Cataluña,2021-05-27,610001,122.46,14527,870,1
Ceuta,2021-05-27,5826,20.19,114,9,0
Comunidad de Madrid,2021-05-27,713592,191.86,15277,1073,10
Comunidad Foral de Navarra,2021-05-27,62154,134.45,1171,94,1
Comunidad Valenciana,2021-05-27,394205,32.45,7387,210,0
España,2021-05-27,3663176,125.02,79888,5290,33
Extremadura,2021-05-27,75643,80.73,1801,53,1
Galicia,2021-05-27,126460,74.02,2402,144,2
Islas Baleares,2021-05-27,60341,39.95,839,40,0
Islas Canarias,2021-05-27,56108,77.81,769,142,1
La Rioja,2021-05-27,30719,155.35,771,24,0
Melilla,2021-05-27,9088,186.04,97,15,0
País Vasco,2021-05-27,197471,201.67,4428,329,3
Principado de Asturias,2021-05-27,52157,68.02,1965,26,0
Región de Murcia,2021-05-27,112801,73.45,1600,84,3
Andalucía,2021-05-28,581880,166.11,9880,1497,3
Aragón,2021-05-28,123905,170.3,3504,135,-2
Cantabria,2021-05-28,30178,82.35,564,43,0
Castilla y León,2021-05-28,230600,135.33,6882,292,2
Castilla-La Mancha,2021-05-28,192347,113.34,5912,333,-1
Cataluña,2021-05-28,611008,121.06,14531,1007,4
Ceuta,2021-05-28,5829,16.63,114,3,0
Comunidad de Madrid,2021-05-28,714616,188.37,15285,1024,8
Comunidad Foral de Navarra,2021-05-28,62232,134.76,1171,78,0
Comunidad Valenciana,2021-05-28,394360,32.7,7389,155,2
España,2021-05-28,3668658,124.34,79905,5482,17
Extremadura,2021-05-28,75693,76.32,1801,50,0
Galicia,2021-05-28,126622,74.21,2402,162,0
Islas Baleares,2021-05-28,60364,38.33,839,23,0
Islas Canarias,2021-05-28,56226,77.62,769,118,0
La Rioja,2021-05-28,30749,153.79,771,30,0
Melilla,2021-05-28,9098,186.04,97,10,0
País Vasco,2021-05-28,197812,199.41,4429,341,1
Principado de Asturias,2021-05-28,52213,68.41,1965,56,0
Región de Murcia,2021-05-28,112926,76.43,1600,125,0
Andalucía,2021-05-31,584878,172.4,9887,2998,7
Aragón,2021-05-31,124235,164.29,3509,330,5
Cantabria,2021-05-31,30268,84.92,565,90,1
Castilla y León,2021-05-31,231104,132.86,6884,504,2
Castilla-La Mancha,2021-05-31,193066,122.48,5918,719,6
Cataluña,2021-05-31,611755,107.76,14542,747,11
Ceuta,2021-05-31,5872,20.19,115,43,1
Comunidad de Madrid,2021-05-31,716173,178.87,15287,1557,2
Comunidad Foral de Navarra,2021-05-31,62422,131.28,1174,190,3
Comunidad Valenciana,2021-05-31,394760,34.7,7392,400,3
España,2021-05-31,3678390,121.75,79953,9732,48
Extremadura,2021-05-31,75829,75.28,1803,136,2
Galicia,2021-05-31,126933,69.43,2404,311,2
Islas Baleares,2021-05-31,60464,37.9,839,100,0
Islas Canarias,2021-05-31,56487,73.16,770,261,1
La Rioja,2021-05-31,30897,174.73,771,148,0
Melilla,2021-05-31,9124,186.04,97,26,0
País Vasco,2021-05-31,198674,196.08,4429,862,0
Principado de Asturias,2021-05-31,52380,71.46,1967,167,2
Región de Murcia,2021-05-31,113069,75.83,1600,143,0
Andalucía,2021-06-01,586178,176.09,9900,1300,13
Aragón,2021-06-01,124368,164.51,3511,133,2
Cantabria,2021-06-01,30300,83.55,565,32,0
Castilla y León,2021-06-01,231403,133.91,6884,299,0
Castilla-La Mancha,2021-06-01,193145,118.23,5914,79,-4
Cataluña,2021-06-01,612377,98.97,14544,622,2
Ceuta,2021-06-01,5879,26.13,115,7,0
Comunidad de Madrid,2021-06-01,717030,173.47,15295,857,8
Comunidad Foral de Navarra,2021-06-01,62490,133.55,1175,68,1
Comunidad Valenciana,2021-06-01,394926,35.47,7393,166,1
España,2021-06-01,3682778,120.33,79983,4388,30
Extremadura,2021-06-01,75905,77.44,1804,76,1
Galicia,2021-06-01,127028,69.58,2406,95,2
Islas Baleares,2021-06-01,60502,38.15,839,38,0
Islas Canarias,2021-06-01,56561,71.14,770,74,0
La Rioja,2021-06-01,30942,180.67,771,45,0
Melilla,2021-06-01,9137,175.71,97,13,0
País Vasco,2021-06-01,199008,199.64,4433,334,4
Principado de Asturias,2021-06-01,52455,74.21,1967,75,0
Región de Murcia,2021-06-01,113144,73.78,1600,75,0
Andalucía,2021-06-02,587551,177.01,9918,1373,18
Aragón,2021-06-02,124517,156.24,3511,149,0
Cantabria,2021-06-02,30352,85.78,565,52,0
Castilla y León,2021-06-02,231661,131.65,6890,258,6
Castilla-La Mancha,2021-06-02,193173,106.35,5923,28,9
Cataluña,2021-06-02,613539,100.41,14552,1162,8
Ceuta,2021-06-02,5896,28.5,115,17,0
Comunidad de Madrid,2021-06-02,717880,165.47,15307,850,12
Comunidad Foral de Navarra,2021-06-02,62583,136.72,1176,93,1
Comunidad Valenciana,2021-06-02,395109,35.81,7393,183,0
España,2021-06-02,3687762,118.54,80049,4984,66
Extremadura,2021-06-02,75960,74.72,1804,55,0
Galicia,2021-06-02,127121,66.66,2407,93,1
Islas Baleares,2021-06-02,60537,38.75,839,35,0
Islas Canarias,2021-06-02,56693,72.47,771,132,1
La Rioja,2021-06-02,30999,186.61,771,57,0
Melilla,2021-06-02,9148,181.45,97,11,0
País Vasco,2021-06-02,199347,198.78,4441,339,8
Principado de Asturias,2021-06-02,52496,73.62,1967,41,0
Región de Murcia,2021-06-02,113200,69.15,1602,56,2
Andalucía,2021-06-03,589198,180.8,9927,1647,9
Aragón,2021-06-03,124671,149.62,3511,154,0
Cantabria,2021-06-03,30376,85.43,565,24,0
Castilla y León,2021-06-03,231924,132.03,6891,263,1
Castilla-La Mancha,2021-06-03,193342,100.67,5925,169,2
Cataluña,2021-06-03,614471,102.87,14555,932,3
Ceuta,2021-06-03,5909,30.88,115,13,0
Comunidad de Madrid,2021-06-03,718743,160.39,15309,863,2
Comunidad Foral de Navarra,2021-06-03,62662,139.9,1176,79,0
Comunidad Valenciana,2021-06-03,395314,36.32,7399,205,6
España,2021-06-03,3693012,118.29,80099,5250,50
Extremadura,2021-06-03,76016,73.69,1804,56,0
Galicia,2021-06-03,127230,63.7,2409,109,2
Islas Baleares,2021-06-03,60582,40.29,839,45,0
Islas Canarias,2021-06-03,56834,70.45,771,141,0
La Rioja,2021-06-03,31097,207.24,771,98,0
Melilla,2021-06-03,9156,172.26,97,8,0
País Vasco,2021-06-03,199658,197.12,4463,311,22
Principado de Asturias,2021-06-03,52551,71.56,1970,55,3
Región de Murcia,2021-06-03,113278,67.76,1602,78,0
Andalucía,2021-06-04,590684,182.59,9928,1486,1
Aragón,2021-06-04,124819,143,3517,148,6
Cantabria,2021-06-04,30414,86.81,565,38,0
Castilla y León,2021-06-04,232170,130.74,6894,246,3
Castilla-La Mancha,2021-06-04,193511,96.32,5927,169,2
Cataluña,2021-06-04,615478,104.33,14595,1007,40
Ceuta,2021-06-04,5915,35.63,116,6,1
Comunidad de Madrid,2021-06-04,719515,154.66,15341,772,32
Comunidad Foral de Navarra,2021-06-04,62720,138.54,1177,58,1
Comunidad Valenciana,2021-06-04,395515,37.67,7399,201,0
España,2021-06-04,3697987,117.22,80196,4975,97
Extremadura,2021-06-04,76095,74.62,1805,79,1
Galicia,2021-06-04,127330,59.96,2411,100,2
Islas Baleares,2021-06-04,60619,39.69,839,37,0
Islas Canarias,2021-06-04,56965,69.26,772,131,1
La Rioja,2021-06-04,31141,206.62,773,44,2
Melilla,2021-06-04,9165,166.52,97,9,0
País Vasco,2021-06-04,199976,194.1,4467,318,4
Principado de Asturias,2021-06-04,52603,70.67,1971,52,1
Región de Murcia,2021-06-04,113352,64.98,1602,74,0
Andalucía,2021-06-07,593602,186.39,9934,2918,6
Aragón,2021-06-07,125083,132.84,3521,264,4
Cantabria,2021-06-07,30483,80.97,565,69,0
Castilla y León,2021-06-07,232567,123.01,6894,397,0
Castilla-La Mancha,2021-06-07,194017,99.55,5932,506,5
Cataluña,2021-06-07,617193,108.37,14599,1715,4
Ceuta,2021-06-07,5943,48.69,116,28,0
Comunidad de Madrid,2021-06-07,720815,142.04,15351,1300,10
Comunidad Foral de Navarra,2021-06-07,62873,138.84,1178,153,1
Comunidad Valenciana,2021-06-07,395931,40.04,7399,416,0
España,2021-06-07,3707523,115.32,80236,9536,40
Extremadura,2021-06-07,76214,72.46,1805,119,0
Galicia,2021-06-07,127561,52.19,2413,231,2
Islas Baleares,2021-06-07,60728,40.29,839,109,0
Islas Canarias,2021-06-07,57250,67.88,775,285,3
La Rioja,2021-06-07,31265,215.68,774,124,1
Melilla,2021-06-07,9176,151.59,97,11,0
País Vasco,2021-06-07,200615,184.1,4470,639,3
Principado de Asturias,2021-06-07,52737,70.28,1972,134,1
Región de Murcia,2021-06-07,113470,61.01,1602,118,0
Andalucía,2021-06-08,594650,188.13,9947,1048,13
Aragón,2021-06-08,125159,129.31,3521,76,0
Cantabria,2021-06-08,30511,78.4,566,28,1
Castilla y León,2021-06-08,232770,120.51,6899,203,5
Castilla-La Mancha,2021-06-08,194139,95.39,5960,122,28
Cataluña,2021-06-08,617767,105.76,14606,574,7
Ceuta,2021-06-08,5943,48.69,116,0,0
Comunidad de Madrid,2021-06-08,721384,135.5,15364,569,13
Comunidad Foral de Navarra,2021-06-08,62918,137.18,1178,45,0
Comunidad Valenciana,2021-06-08,396098,39.9,7401,167,2
España,2021-06-08,3711027,113.45,80309,3504,73
Extremadura,2021-06-08,76280,71.15,1805,66,0
Galicia,2021-06-08,127656,51.22,2414,95,1
Islas Baleares,2021-06-08,60767,39.78,840,39,1
Islas Canarias,2021-06-08,57368,68.66,776,118,1
La Rioja,2021-06-08,31305,212.87,774,40,0
Melilla,2021-06-08,9190,144.7,97,14,0
País Vasco,2021-06-08,200836,181.85,4470,221,0
Principado de Asturias,2021-06-08,52777,70.38,1972,40,0
Región de Murcia,2021-06-08,113509,56.18,1603,39,1
Andalucía,2021-06-09,595838,187.7,9950,1188,3
Aragón,2021-06-09,125270,125.25,3523,111,2
Cantabria,2021-06-09,30543,78.4,566,32,0
Castilla y León,2021-06-09,232976,118.63,6901,206,2
Castilla-La Mancha,2021-06-09,194323,90.21,5963,184,3
Cataluña,2021-06-09,618757,108.19,14606,990,0
Ceuta,2021-06-09,5946,46.32,116,3,0
Comunidad de Madrid,2021-06-09,722100,129.15,15373,716,9
Comunidad Foral de Navarra,2021-06-09,62975,138.08,1178,57,0
Comunidad Valenciana,2021-06-09,396311,39.76,7400,213,-1
España,2021-06-09,3715454,111.91,80332,4427,23
Extremadura,2021-06-09,76329,68.99,1805,49,0
Galicia,2021-06-09,127731,48.12,2414,75,0
Islas Baleares,2021-06-09,60804,41.83,840,37,0
Islas Canarias,2021-06-09,57508,70.08,778,140,2
La Rioja,2021-06-09,31348,202.24,775,43,1
Melilla,2021-06-09,9200,145.85,97,10,0
País Vasco,2021-06-09,201063,175.41,4472,227,2
Principado de Asturias,2021-06-09,52856,71.46,1972,79,0
Región de Murcia,2021-06-09,113576,54.39,1603,67,0
Andalucía,2021-06-10,597465,189.37,9967,1627,17
Aragón,2021-06-10,125373,121.79,3525,103,2
Cantabria,2021-06-10,30563,73.08,566,20,0
Castilla y León,2021-06-10,233165,115.75,6901,189,0
Castilla-La Mancha,2021-06-10,194532,89.38,5966,209,3
Cataluña,2021-06-10,629143,107.73,14690,10386,84
Ceuta,2021-06-10,5948,43.94,116,2,0
Comunidad de Madrid,2021-06-10,722667,122.27,15376,567,3
Comunidad Foral de Navarra,2021-06-10,63027,131.88,1178,52,0
Comunidad Valenciana,2021-06-10,396502,40.16,7400,191,0
España,2021-06-10,3729458,110.35,80465,14004,133
Extremadura,2021-06-10,76371,68.14,1805,42,0
Galicia,2021-06-10,127821,46.34,2415,90,1
Islas Baleares,2021-06-10,60840,40.97,840,36,0
Islas Canarias,2021-06-10,57663,70.96,780,155,2
La Rioja,2021-06-10,31367,199.12,775,19,0
Melilla,2021-06-10,9201,128.62,97,1,0
País Vasco,2021-06-10,201300,171.76,4493,237,21
Principado de Asturias,2021-06-10,52907,73.32,1972,51,0
Región de Murcia,2021-06-10,113603,50.55,1603,27,0
Andalucía,2021-06-11,598947,188.14,9975,1482,8
Aragón,2021-06-11,125490,119.98,3530,117,5
Cantabria,2021-06-11,30588,69.99,566,25,0
Castilla y León,2021-06-11,233366,111.99,6904,201,3
Castilla-La Mancha,2021-06-11,194727,87.91,5977,195,11
Cataluña,2021-06-11,629718,107.18,14691,575,1
Ceuta,2021-06-11,5957,47.5,116,9,0
Comunidad de Madrid,2021-06-11,723206,115.96,15378,539,2
Comunidad Foral de Navarra,2021-06-11,63087,129.01,1178,60,0
Comunidad Valenciana,2021-06-11,396689,40.08,7404,187,4
España,2021-06-11,3733600,108.46,80501,4142,36
Extremadura,2021-06-11,76421,68.42,1805,50,0
Galicia,2021-06-11,127925,45.52,2415,104,0
Islas Baleares,2021-06-11,60884,42.08,840,44,0
Islas Canarias,2021-06-11,57808,72.43,781,145,1
La Rioja,2021-06-11,31409,200.05,775,42,0
Melilla,2021-06-11,9201,114.84,97,0,0
País Vasco,2021-06-11,201518,165.86,4493,218,0
Principado de Asturias,2021-06-11,52979,74.7,1972,72,0
Región de Murcia,2021-06-11,113680,48.04,1604,77,1
Andalucía,2021-06-14,601677,184.75,9981,2730,6
Aragón,2021-06-14,125662,108.32,3530,172,0
Cantabria,2021-06-14,30653,65.88,566,65,0
Castilla y León,2021-06-14,233678,104.35,6906,312,2
Castilla-La Mancha,2021-06-14,195140,87.62,5979,413,2
Cataluña,2021-06-14,630929,106.2,14691,1211,0
Ceuta,2021-06-14,5968,45.13,116,11,0
Comunidad de Madrid,2021-06-14,724243,107.23,15378,1037,0
Comunidad Foral de Navarra,2021-06-14,63225,120.69,1178,138,0
Comunidad Valenciana,2021-06-14,397090,40.93,7405,401,1
España,2021-06-14,3741767,104.56,80517,8167,16
Extremadura,2021-06-14,76539,66.35,1805,118,0
Galicia,2021-06-14,128151,42.38,2417,226,2
Islas Baleares,2021-06-14,60971,40.63,842,87,2
Islas Canarias,2021-06-14,58184,77.71,782,376,1
La Rioja,2021-06-14,31482,180.99,775,73,0
Melilla,2021-06-14,9206,89.58,97,5,0
País Vasco,2021-06-14,202018,147.8,4493,500,0
Principado de Asturias,2021-06-14,53120,72.05,1972,141,0
Región de Murcia,2021-06-14,113831,48.44,1604,151,0
Andalucía,2021-06-15,602955,184.27,9999,1278,18
Aragón,2021-06-15,125732,103.88,3532,70,2
Cantabria,2021-06-15,30684,65.53,566,31,0
Castilla y León,2021-06-15,233863,99,6909,185,3
Castilla-La Mancha,2021-06-15,195226,87.72,5986,86,7
Cataluña,2021-06-15,631554,100.03,14695,625,4
Ceuta,2021-06-15,5970,39.19,116,2,0
Comunidad de Madrid,2021-06-15,724685,101.27,15388,442,10
Comunidad Foral de Navarra,2021-06-15,63261,115.55,1178,36,0
Comunidad Valenciana,2021-06-15,397226,39.19,7407,136,2
España,2021-06-15,3745199,101.39,80579,3432,62
Extremadura,2021-06-15,76573,62.12,1805,34,0
Galicia,2021-06-15,128220,41.9,2417,69,0
Islas Baleares,2021-06-15,61004,40.8,842,33,0
Islas Canarias,2021-06-15,58315,80.19,783,131,1
La Rioja,2021-06-15,31518,177.86,775,36,0
Melilla,2021-06-15,9207,79.24,97,1,0
País Vasco,2021-06-15,202169,139.56,4508,151,15
Principado de Asturias,2021-06-15,53168,69.2,1972,48,0
Región de Murcia,2021-06-15,113869,46.12,1604,38,0
Andalucía,2021-06-16,603988,179.71,10000,1033,1
Aragón,2021-06-16,125820,99.14,3534,88,2
Cantabria,2021-06-16,30710,60.9,566,26,0
Castilla y León,2021-06-16,234063,96.83,6911,200,2
Castilla-La Mancha,2021-06-16,195323,81.95,5989,97,3
Cataluña,2021-06-16,632455,98.73,14713,901,18
Ceuta,2021-06-16,5971,38,116,1,0
Comunidad de Madrid,2021-06-16,725241,96.92,15393,556,5
Comunidad Foral de Navarra,2021-06-16,63323,110.41,1178,62,0
Comunidad Valenciana,2021-06-16,397435,39.55,7408,209,1
España,2021-06-16,3749031,98.78,80615,3832,36
Extremadura,2021-06-16,76638,63.35,1805,65,0
Galicia,2021-06-16,128291,40.31,2417,71,0
Islas Baleares,2021-06-16,61048,41.31,842,44,0
Islas Canarias,2021-06-16,58482,82.08,783,167,0
La Rioja,2021-06-16,31560,171.61,775,42,0
Melilla,2021-06-16,9209,68.91,97,2,0
País Vasco,2021-06-16,202315,131.23,4511,146,3
Principado de Asturias,2021-06-16,53217,70.48,1973,49,1
Región de Murcia,2021-06-16,113942,46.52,1604,73,0
Andalucía,2021-06-17,605431,177.39,10008,1443,8
Aragón,2021-06-17,125915,94.63,3537,95,3
Cantabria,2021-06-17,30728,60.04,567,18,1
Castilla y León,2021-06-17,234173,90.48,6913,110,2
Castilla-La Mancha,2021-06-17,195494,77.79,5991,171,2
Cataluña,2021-06-17,633391,98.76,14713,936,0
Ceuta,2021-06-17,5972,36.82,116,1,0
Comunidad de Madrid,2021-06-17,725722,91.86,15393,481,0
Comunidad Foral de Navarra,2021-06-17,63375,108.14,1178,52,0
Comunidad Valenciana,2021-06-17,397642,39.53,7407,207,-1
España,2021-06-17,3753228,96.64,80634,4197,19
Extremadura,2021-06-17,76688,62.5,1805,50,0
Galicia,2021-06-17,128384,40.45,2417,93,0
Islas Baleares,2021-06-17,61074,40.03,843,26,1
Islas Canarias,2021-06-17,58642,82.91,783,160,0
La Rioja,2021-06-17,31600,155.35,775,40,0
Melilla,2021-06-17,9212,60.87,97,3,0
País Vasco,2021-06-17,202503,126.64,4513,188,2
Principado de Asturias,2021-06-17,53250,68.32,1974,33,1
Región de Murcia,2021-06-17,114032,48.3,1604,90,0
Andalucía,2021-06-18,606879,179.07,10009,1448,1
Aragón,2021-06-18,125999,89.59,3538,84,1
Cantabria,2021-06-18,30796,65.02,567,68,0
Castilla y León,2021-06-18,234291,85.93,6913,118,0
Castilla-La Mancha,2021-06-18,195595,78.28,5992,101,1
Cataluña,2021-06-18,634247,98.52,14714,856,1
Ceuta,2021-06-18,5973,33.25,116,1,0
Comunidad de Madrid,2021-06-18,726171,87.42,15402,449,9
Comunidad Foral de Navarra,2021-06-18,63423,106.32,1179,48,1
Comunidad Valenciana,2021-06-18,397911,41.23,7407,269,0
España,2021-06-18,3757442,95.91,80652,4214,18
Extremadura,2021-06-18,76755,61.47,1805,67,0
Galicia,2021-06-18,128511,41.23,2418,127,1
Islas Baleares,2021-06-18,61120,41.14,843,46,0
Islas Canarias,2021-06-18,58829,85.57,784,187,1
La Rioja,2021-06-18,31645,153.79,775,45,0
Melilla,2021-06-18,9222,64.31,97,10,0
País Vasco,2021-06-18,202661,119.25,4515,158,2
Principado de Asturias,2021-06-18,53324,70.18,1974,74,0
Región de Murcia,2021-06-18,114090,45.99,1604,58,0
Andalucía,2021-06-21,609412,173.53,10016,2533,7
Aragón,2021-06-21,126177,83.27,3537,178,-1
Cantabria,2021-06-21,31007,89.04,568,211,1
Castilla y León,2021-06-21,234561,80.17,6915,270,2
Castilla-La Mancha,2021-06-21,195755,67.62,5997,160,5
Cataluña,2021-06-21,634903,92.41,14714,656,0
Ceuta,2021-06-21,5973,15.44,116,0,0
Comunidad de Madrid,2021-06-21,727091,82.02,15408,920,6
Comunidad Foral de Navarra,2021-06-21,63545,102.09,1180,122,1
Comunidad Valenciana,2021-06-21,398362,42.41,7408,451,1
